Id,SalePrice
1835,130000
1836,176485
1837,130000
1838,172500
1839,130000
1840,141000
1841,172500
1842,215200
1843,172500
1844,215200
1845,172500
1846,172500
1847,172500
1848,141000
1849,172500
1850,176485
1851,172500
1852,176485
1853,176485
1854,172500
1855,172500
1856,172500
1857,172500
1858,176485
1859,101800
1860,176485
1861,101800
1862,172500
1863,172500
1864,172500
1865,172500
1866,172500
1867,176485
1868,172500
1869,176485
1870,172500
1871,172500
1872,172500
1873,172500
1874,215200
1875,172500
1876,172500
1877,172500
1878,172500
1879,141000
1880,176485
1881,172500
1882,172500
1883,176485
1884,172500
1885,172500
1886,172500
1887,176485
1888,172500
1889,172500
1890,172500
1891,130000
1892,176485
1893,172500
1894,141000
1895,172500
1896,215200
1897,176485
1898,176485
1899,176485
1900,176485
1901,172500
1902,172500
1903,172500
1904,176485
1905,172500
1906,172500
1907,172500
1908,239000
1909,239000
1910,239000
1911,172500
1912,172500
1913,172500
1914,141000
1915,176485
1916,141000
1917,172500
1918,215200
1919,172500
1920,172500
1921,172500
1922,172500
1923,172500
1924,172500
1925,172500
1926,172500
1927,172500
1928,172500
1929,215200
1930,176485
1931,176485
1932,215200
1933,172500
1934,215200
1935,215200
1936,172500
1937,172500
1938,172500
1939,176485
1940,176485
1941,172500
1942,172500
1943,176485
1944,172500
1945,172500
1946,141000
1947,176485
1948,141000
1949,172500
1950,172500
1951,172500
1952,172500
1953,172500
1954,172500
1955,215200
1956,172500
1957,172500
1958,172500
1959,172500
1960,172500
1961,176485
1962,239000
1963,239000
1964,239000
1965,239000
1966,176485
1967,172500
1968,172500
1969,172500
1970,172500
1971,172500
1972,172500
1973,172500
1974,172500
1975,235000
1976,172500
1977,172500
1978,172500
1979,172500
1980,172500
1981,227000
1982,176485
1983,176485
1984,176485
1985,176485
1986,176485
1987,176485
1988,176485
1989,176485
1990,176485
1991,176485
1992,172500
1993,176485
1994,172500
1995,176485
1996,172500
1997,172500
1998,172500
1999,172500
2000,172500
2001,172500
2002,172500
2003,172500
2004,172500
2005,172500
2006,176485
2007,172500
2008,176485
2009,172500
2010,172500
2011,141000
2012,176485
2013,176485
2014,176485
2015,172500
2016,176485
2017,176485
2018,176485
2019,215200
2020,215200
2021,176485
2022,172500
2023,172500
2024,172500
2025,172500
2026,176485
2027,130000
2028,176485
2029,239000
2030,176485
2031,176485
2032,176485
2033,176485
2034,239000
2035,172500
2036,176485
2037,176485
2038,176485
2039,172500
2040,172500
2041,172500
2042,176485
2043,172500
2044,172500
2045,172500
2046,176485
2047,215200
2048,176485
2049,172500
2050,172500
2051,101800
2052,172500
2053,172500
2054,130000
2055,172500
2056,172500
2057,176485
2058,172500
2059,176485
2060,172500
2061,172500
2062,172500
2063,172500
2064,172500
2065,172500
2066,172500
2067,101800
2068,172500
2069,215200
2070,176485
2071,176485
2072,172500
2073,215200
2074,172500
2075,172500
2076,176485
2077,176485
2078,176485
2079,176485
2080,176485
2081,176485
2082,141000
2083,176485
2084,176485
2085,176485
2086,101800
2087,176485
2088,176485
2089,130000
2090,176485
2091,141000
2092,176485
2093,176485
2094,130000
2095,172500
2096,176485
2097,130000
2098,172500
2099,215200
2100,141000
2101,172500
2102,176485
2103,215200
2104,172500
2105,130000
2106,172500
2107,172500
2108,172500
2109,176485
2110,176485
2111,176485
2112,176485
2113,130000
2114,176485
2115,176485
2116,176485
2117,176485
2118,176485
2119,176485
2120,176485
2121,130000
2122,176485
2123,130000
2124,176485
2125,176485
2126,172500
2127,172500
2128,176485
2129,176485
2130,172500
2131,176485
2132,172500
2133,176485
2134,176485
2135,215200
2136,141000
2137,176485
2138,172500
2139,172500
2140,215200
2141,176485
2142,172500
2143,176485
2144,172500
2145,215200
2146,172500
2147,172500
2148,215200
2149,215200
2150,172500
2151,130000
2152,141000
2153,172500
2154,141000
2155,215200
2156,172500
2157,172500
2158,172500
2159,172500
2160,172500
2161,176485
2162,235000
2163,172500
2164,172500
2165,172500
2166,215200
2167,176485
2168,172500
2169,172500
2170,172500
2171,172500
2172,176485
2173,172500
2174,172500
2175,172500
2176,172500
2177,172500
2178,172500
2179,176485
2180,172500
2181,176485
2182,172500
2183,176485
2184,172500
2185,172500
2186,176485
2187,176485
2188,176485
2189,172500
2190,130000
2191,130000
2192,141000
2193,141000
2194,141000
2195,215200
2196,176485
2197,176485
2198,176485
2199,176485
2200,215200
2201,172500
2202,176485
2203,172500
2204,172500
2205,176485
2206,176485
2207,172500
2208,172500
2209,172500
2210,239000
2211,176485
2212,176485
2213,141000
2214,176485
2215,176485
2216,172500
2217,172500
2218,130000
2219,130000
2220,215200
2221,176485
2222,176485
2223,172500
2224,172500
2225,172500
2226,172500
2227,176485
2228,172500
2229,172500
2230,215200
2231,172500
2232,172500
2233,172500
2234,172500
2235,176485
2236,172500
2237,172500
2238,172500
2239,141000
2240,176485
2241,172500
2242,176485
2243,130000
2244,130000
2245,239000
2246,141000
2247,135900
2248,176485
2249,176485
2250,172500
2251,141000
2252,172500
2253,215200
2254,172500
2255,215200
2256,215200
2257,176485
2258,176485
2259,176485
2260,172500
2261,176485
2262,176485
2263,172500
2264,172500
2265,141000
2266,176485
2267,172500
2268,172500
2269,172500
2270,172500
2271,172500
2272,172500
2273,172500
2274,172500
2275,172500
2276,176485
2277,176485
2278,172500
2279,176485
2280,141000
2281,176485
2282,172500
2283,130000
2284,239000
2285,176485
2286,176485
2287,172500
2288,172500
2289,172500
2290,172500
2291,172500
2292,172500
2293,172500
2294,172500
2295,172500
2296,172500
2297,172500
2298,172500
2299,172500
2300,172500
2301,172500
2302,172500
2303,176485
2304,172500
2305,176485
2306,176485
2307,176485
2308,176485
2309,176485
2310,176485
2311,176485
2312,172500
2313,172500
2314,172500
2315,176485
2316,172500
2317,172500
2318,176485
2319,176485
2320,176485
2321,176485
2322,176485
2323,172500
2324,172500
2325,172500
2326,172500
2327,176485
2328,172500
2329,172500
2330,172500
2331,172500
2332,172500
2333,172500
2334,172500
2335,172500
2336,172500
2337,176485
2338,172500
2339,172500
2340,172500
2341,176485
2342,176485
2343,176485
2344,172500
2345,176485
2346,176485
2347,176485
2348,176485
2349,172500
2350,172500
2351,172500
2352,172500
2353,172500
2354,141000
2355,141000
2356,172500
2357,176485
2358,172500
2359,176485
2360,176485
2361,176485
2362,172500
2363,172500
2364,172500
2365,176485
2366,176485
2367,176485
2368,176485
2369,176485
2370,239000
2371,239000
2372,176485
2373,176485
2374,172500
2375,176485
2376,172500
2377,172500
2378,172500
2379,172500
2380,215200
2381,172500
2382,172500
2383,176485
2384,172500
2385,172500
2386,172500
2387,176485
2388,172500
2389,176485
2390,172500
2391,176485
2392,176485
2393,176485
2394,176485
2395,172500
2396,172500
2397,172500
2398,172500
2399,130000
2400,130000
2401,176485
2402,172500
2403,176485
2404,172500
2405,172500
2406,215200
2407,176485
2408,176485
2409,176485
2410,172500
2411,215200
2412,172500
2413,172500
2414,172500
2415,176485
2416,172500
2417,176485
2418,176485
2419,176485
2420,215200
2421,172500
2422,141000
2423,141000
2424,172500
2425,172500
2426,172500
2427,141000
2428,172500
2429,176485
2430,215200
2431,176485
2432,176485
2433,176485
2434,176485
2435,176485
2436,130000
2437,176485
2438,176485
2439,176485
2440,176485
2441,176485
2442,176485
2443,176485
2444,215200
2445,176485
2446,172500
2447,172500
2448,172500
2449,176485
2450,176485
2451,130000
2452,172500
2453,101800
2454,172500
2455,176485
2456,215200
2457,176485
2458,176485
2459,176485
2460,176485
2461,176485
2462,176485
2463,176485
2464,176485
2465,176485
2466,176485
2467,176485
2468,176485
2469,176485
2470,172500
2471,172500
2472,172500
2473,176485
2474,172500
2475,172500
2476,130000
2477,172500
2478,172500
2479,172500
2480,172500
2481,172500
2482,215200
2483,176485
2484,176485
2485,176485
2486,172500
2487,172500
2488,176485
2489,172500
2490,172500
2491,101800
2492,172500
2493,172500
2494,172500
2495,172500
2496,172500
2497,172500
2498,176485
2499,172500
2500,176485
2501,176485
2502,172500
2503,176485
2504,172500
2505,172500
2506,176485
2507,172500
2508,172500
2509,172500
2510,176485
2511,176485
2512,172500
2513,172500
2514,172500
2515,172500
2516,215200
2517,176485
2518,141000
2519,172500
2520,172500
2521,172500
2522,172500
2523,172500
2524,176485
2525,215200
2526,176485
2527,141000
2528,215200
2529,176485
2530,176485
2531,172500
2532,172500
2533,176485
2534,172500
2535,172500
2536,172500
2537,172500
2538,176485
2539,176485
2540,176485
2541,176485
2542,176485
2543,215200
2544,176485
2545,172500
2546,176485
2547,176485
2548,172500
2549,176485
2550,235000
2551,130000
2552,176485
2553,130000
2554,141000
2555,215200
2556,215200
2557,215200
2558,172500
2559,176485
2560,176485
2561,130000
2562,176485
2563,176485
2564,176485
2565,172500
2566,176485
2567,176485
2568,172500
2569,172500
2570,239000
2571,172500
2572,176485
2573,172500
2574,172500
2575,176485
2576,172500
2577,172500
2578,130000
2579,195000
2580,172500
2581,176485
2582,176485
2583,227000
2584,172500
2585,172500
2586,172500
2587,172500
2588,176485
2589,215200
2590,176485
2591,172500
2592,176485
2593,176485
2594,172500
2595,176485
2596,172500
2597,176485
2598,172500
2599,172500
2600,172500
2601,176485
2602,239000
2603,239000
2604,135900
2605,239000
2606,215200
2607,172500
2608,172500
2609,215200
2610,141000
2611,172500
2612,172500
2613,141000
2614,215200
2615,172500
2616,172500
2617,172500
2618,141000
2619,172500
2620,215200
2621,172500
2622,172500
2623,172500
2624,172500
2625,172500
2626,176485
2627,176485
2628,172500
2629,172500
2630,172500
2631,172500
2632,172500
2633,176485
2634,172500
2635,172500
2636,172500
2637,172500
2638,172500
2639,172500
2640,172500
2641,176485
2642,176485
2643,176485
2644,239000
2645,239000
2646,239000
2647,239000
2648,176485
2649,176485
2650,176485
2651,239000
2652,172500
2653,172500
2654,172500
2655,172500
2656,172500
2657,172500
2658,172500
2659,172500
2660,172500
2661,172500
2662,172500
2663,172500
2664,176485
2665,176485
2666,176485
2667,172500
2668,172500
2669,172500
2670,172500
2671,176485
2672,176485
2673,176485
2674,176485
2675,176485
2676,176485
2677,172500
2678,172500
2679,172500
2680,172500
2681,172500
2682,172500
2683,172500
2684,172500
2685,172500
2686,172500
2687,172500
2688,172500
2689,176485
2690,172500
2691,176485
2692,141000
2693,172500
2694,141000
2695,176485
2696,176485
2697,176485
2698,172500
2699,176485
2700,176485
2701,215200
2702,176485
2703,101800
2704,176485
2705,215200
2706,176485
2707,176485
2708,172500
2709,141000
2710,215200
2711,172500
2712,172500
2713,176485
2714,130000
2715,176485
2716,130000
2717,176485
2718,176485
2719,172500
2720,172500
2721,215200
2722,172500
2723,215200
2724,215200
2725,215200
2726,172500
2727,176485
2728,172500
2729,215200
2730,172500
2731,215200
2732,176485
2733,172500
2734,172500
2735,172500
2736,172500
2737,215200
2738,176485
2739,172500
2740,172500
2741,176485
2742,172500
2743,172500
2744,172500
2745,176485
2746,172500
2747,172500
2748,176485
2749,172500
2750,172500
2751,141000
2752,172500
2753,172500
2754,172500
2755,176485
2756,141000
2757,172500
2758,130000
2759,176485
2760,172500
2761,172500
2762,172500
2763,172500
2764,172500
2765,172500
2766,172500
2767,101800
2768,141000
2769,176485
2770,176485
2771,176485
2772,141000
2773,172500
2774,172500
2775,176485
2776,172500
2777,176485
2778,130000
2779,176485
2780,176485
2781,176485
2782,176485
2783,176485
2784,176485
2785,176485
2786,215200
2787,215200
2788,176485
2789,176485
2790,130000
2791,176485
2792,130000
2793,172500
2794,176485
2795,176485
2796,141000
2797,172500
2798,172500
2799,176485
2800,141000
2801,176485
2802,172500
2803,172500
2804,172500
2805,101800
2806,176485
2807,176485
2808,172500
2809,172500
2810,176485
2811,172500
2812,176485
2813,176485
2814,176485
2815,141000
2816,172500
2817,172500
2818,172500
2819,239000
2820,172500
2821,176485
2822,172500
2823,172500
2824,172500
2825,172500
2826,172500
2827,172500
2828,172500
2829,176485
2830,172500
2831,176485
2832,172500
2833,172500
2834,172500
2835,176485
2836,172500
2837,172500
2838,172500
2839,172500
2840,176485
2841,172500
2842,172500
2843,215200
2844,172500
2845,176485
2846,172500
2847,172500
2848,172500
2849,176485
2850,172500
2851,172500
2852,172500
2853,172500
2854,176485
2855,176485
2856,176485
2857,176485
2858,176485
2859,215200
2860,141000
2861,172500
2862,176485
2863,141000
2864,172500
2865,130000
2866,176485
2867,176485
2868,176485
2869,176485
2870,172500
2871,141000
2872,215200
2873,172500
2874,172500
2875,176485
2876,176485
2877,176485
2878,172500
2879,172500
2880,176485
2881,172500
2882,172500
2883,176485
2884,172500
2885,172500
2886,172500
2887,176485
2888,176485
2889,141000
2890,176485
2891,172500
2892,141000
2893,141000
2894,141000
2895,227000
2896,227000
2897,172500
2898,176485
2899,176485
2900,172500
2901,141000
2902,176485
2903,172500
2904,172500
2905,172500
2906,176485
2907,130000
2908,215200
2909,172500
2910,135900
2911,239000
2912,172500
2913,239000
2914,135900
2915,135900
2916,239000
2917,172500
2918,141000
2919,172500
